"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","CC","CCL","CCO","CD","CI","CLC","CLLC","CLOC","DLOC","LDC","LLDC","LLOC","LOC","McCC","NII","NL","NLE","NOI","NOS","NUMPAR","TCD","TCLOC","TLLOC","TLOC","TNOS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Anti Pattern","Compiler","Clone Metric Rules","Complexity Metric Rules","Coupling Metric Rules","Documentation Metric Rules","Size Metric Rules"
"L5662","DisableCaching","SharpRepository.Repository.ICrudRepository<T, TKey>.DisableCaching()SharpRepository.Repository.IDisabledCache","L3635","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\ICrudRepository.cs","148","9","148","41","0","","","0","","0","0","0","0","0","0","1","1","1","0","0","0","","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5665","ClearCache","SharpRepository.Repository.ICrudRepository<T, TKey>.ClearCache()void","L3635","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\ICrudRepository.cs","153","9","153","27","0","","","0","","0","0","0","0","0","0","1","1","1","0","0","0","","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5668","get_TraceInfo","SharpRepository.Repository.ICrudRepository<T, TKey>.TraceInfo.getstring","L3635","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\ICrudRepository.cs","155","28","155","32","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5679","GetPrimaryKey","SharpRepository.Repository.ICrudRepository<T, TKey>.GetPrimaryKey(T)TKey","L3635","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\ICrudRepository.cs","157","9","157","38","0","","","0","","0","0","0","0","0","0","1","1","1","0","0","0","","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5671","get_GenerateKeyOnAdd","SharpRepository.Repository.ICrudRepository<T, TKey>.GenerateKeyOnAdd.getbool","L3635","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\ICrudRepository.cs","162","33","162","37","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5675","set_GenerateKeyOnAdd","SharpRepository.Repository.ICrudRepository<T, TKey>.GenerateKeyOnAdd.setvoid","L3635","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\ICrudRepository.cs","162","38","162","42","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6949","GroupBy","SharpRepository.Repository.IRepositoryAggregates<T>.GroupBy<TGroupKey, TResult>(Expression<Func<T, TGroupKey>>, Expression<Func<IGrouping<TGroupKey, T>, TResult>>)IEnumerable<TResult>","L3663","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\IRepositoryAggregates.cs","11","9","11","169","0","","","0","","0","0","0","0","0","0","1","1","1","0","0","0","","0","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6952","GroupBy","SharpRepository.Repository.IRepositoryAggregates<T>.GroupBy<TGroupKey, TResult>(SharpRepository.Repository.Specifications.ISpecification<T>, Expression<Func<T, TGroupKey>>, Expression<Func<IGrouping<TGroupKey, T>, TResult>>)IEnumerable<TResult>","L3663","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\IRepositoryAggregates.cs","12","9","12","197","0","","","0","","0","0","0","0","0","0","1","1","1","0","0","0","","0","3","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6956","GroupBy","SharpRepository.Repository.IRepositoryAggregates<T>.GroupBy<TGroupKey, TResult>(Expression<Func<T, bool>>, Expression<Func<T, TGroupKey>>, Expression<Func<IGrouping<TGroupKey, T>, TResult>>)IEnumerable<TResult>","L3663","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\IRepositoryAggregates.cs","13","9","13","206","0","","","0","","0","0","0","0","0","0","1","1","1","0","0","0","","0","3","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5710","Count","SharpRepository.Repository.IRepositoryAggregates<T>.Count()int","L3663","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\IRepositoryAggregates.cs","15","9","15","21","0","","","0","","0","0","0","0","0","0","1","1","1","0","0","0","","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5714","Count","SharpRepository.Repository.IRepositoryAggregates<T>.Count(SharpRepository.Repository.Specifications.ISpecification<T>)int","L3663","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\IRepositoryAggregates.cs","16","9","16","47","0","","","0","","0","0","0","0","0","0","1","1","1","0","0","0","","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5718","Count","SharpRepository.Repository.IRepositoryAggregates<T>.Count(Expression<Func<T, bool>>)int","L3663","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\IRepositoryAggregates.cs","17","9","17","56","0","","","0","","0","0","0","0","0","0","1","1","1","0","0","0","","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5721","LongCount","SharpRepository.Repository.IRepositoryAggregates<T>.LongCount()long","L3663","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\IRepositoryAggregates.cs","19","9","19","26","0","","","0","","0","0","0","0","0","0","1","1","1","0","0","0","","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5725","LongCount","SharpRepository.Repository.IRepositoryAggregates<T>.LongCount(SharpRepository.Repository.Specifications.ISpecification<T>)long","L3663","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\IRepositoryAggregates.cs","20","9","20","52","0","","","0","","0","0","0","0","0","0","1","1","1","0","0","0","","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5729","LongCount","SharpRepository.Repository.IRepositoryAggregates<T>.LongCount(Expression<Func<T, bool>>)long","L3663","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\IRepositoryAggregates.cs","21","9","21","61","0","","","0","","0","0","0","0","0","0","1","1","1","0","0","0","","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5733","Sum","SharpRepository.Repository.IRepositoryAggregates<T>.Sum(Expression<Func<T, int>>)int","L3663","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\IRepositoryAggregates.cs","23","9","23","52","0","","","0","","0","0","0","0","0","0","1","1","1","0","0","0","","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5738","Sum","SharpRepository.Repository.IRepositoryAggregates<T>.Sum(SharpRepository.Repository.Specifications.ISpecification<T>, Expression<Func<T, int>>)int","L3663","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\IRepositoryAggregates.cs","24","9","24","80","0","","","0","","0","0","0","0","0","0","1","1","1","0","0","0","","0","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5743","Sum","SharpRepository.Repository.IRepositoryAggregates<T>.Sum(Expression<Func<T, bool>>, Expression<Func<T, int>>)int","L3663","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\IRepositoryAggregates.cs","25","9","25","89","0","","","0","","0","0","0","0","0","0","1","1","1","0","0","0","","0","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5753","Sum","SharpRepository.Repository.IRepositoryAggregates<T>.Sum(Expression<Func<T, int?>>)int?","L3663","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\IRepositoryAggregates.cs","26","9","26","54","0","","","0","","0","0","0","0","0","0","1","1","1","0","0","0","","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5758","Sum","SharpRepository.Repository.IRepositoryAggregates<T>.Sum(SharpRepository.Repository.Specifications.ISpecification<T>, Expression<Func<T, int?>>)int?","L3663","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\IRepositoryAggregates.cs","27","9","27","82","0","","","0","","0","0","0","0","0","0","1","1","1","0","0","0","","0","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5763","Sum","SharpRepository.Repository.IRepositoryAggregates<T>.Sum(Expression<Func<T, bool>>, Expression<Func<T, int?>>)int?","L3663","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\IRepositoryAggregates.cs","28","9","28","91","0","","","0","","0","0","0","0","0","0","1","1","1","0","0","0","","0","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5773","Sum","SharpRepository.Repository.IRepositoryAggregates<T>.Sum(Expression<Func<T, long>>)long","L3663","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\IRepositoryAggregates.cs","29","9","29","54","0","","","0","","0","0","0","0","0","0","1","1","1","0","0","0","","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5778","Sum","SharpRepository.Repository.IRepositoryAggregates<T>.Sum(SharpRepository.Repository.Specifications.ISpecification<T>, Expression<Func<T, long>>)long","L3663","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\IRepositoryAggregates.cs","30","9","30","82","0","","","0","","0","0","0","0","0","0","1","1","1","0","0","0","","0","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5783","Sum","SharpRepository.Repository.IRepositoryAggregates<T>.Sum(Expression<Func<T, bool>>, Expression<Func<T, long>>)long","L3663","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\IRepositoryAggregates.cs","31","9","31","91","0","","","0","","0","0","0","0","0","0","1","1","1","0","0","0","","0","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5796","Sum","SharpRepository.Repository.IRepositoryAggregates<T>.Sum(Expression<Func<T, long?>>)long?","L3663","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\IRepositoryAggregates.cs","32","9","32","56","0","","","0","","0","0","0","0","0","0","1","1","1","0","0","0","","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5801","Sum","SharpRepository.Repository.IRepositoryAggregates<T>.Sum(SharpRepository.Repository.Specifications.ISpecification<T>, Expression<Func<T, long?>>)long?","L3663","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\IRepositoryAggregates.cs","33","9","33","84","0","","","0","","0","0","0","0","0","0","1","1","1","0","0","0","","0","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5806","Sum","SharpRepository.Repository.IRepositoryAggregates<T>.Sum(Expression<Func<T, bool>>, Expression<Func<T, long?>>)long?","L3663","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\IRepositoryAggregates.cs","34","9","34","93","0","","","0","","0","0","0","0","0","0","1","1","1","0","0","0","","0","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5819","Sum","SharpRepository.Repository.IRepositoryAggregates<T>.Sum(Expression<Func<T, decimal>>)decimal","L3663","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\IRepositoryAggregates.cs","35","9","35","60","0","","","0","","0","0","0","0","0","0","1","1","1","0","0","0","","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5824","Sum","SharpRepository.Repository.IRepositoryAggregates<T>.Sum(SharpRepository.Repository.Specifications.ISpecification<T>, Expression<Func<T, decimal>>)decimal","L3663","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\IRepositoryAggregates.cs","36","9","36","88","0","","","0","","0","0","0","0","0","0","1","1","1","0","0","0","","0","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5829","Sum","SharpRepository.Repository.IRepositoryAggregates<T>.Sum(Expression<Func<T, bool>>, Expression<Func<T, decimal>>)decimal","L3663","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\IRepositoryAggregates.cs","37","9","37","97","0","","","0","","0","0","0","0","0","0","1","1","1","0","0","0","","0","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5842","Sum","SharpRepository.Repository.IRepositoryAggregates<T>.Sum(Expression<Func<T, decimal?>>)decimal?","L3663","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\IRepositoryAggregates.cs","38","9","38","62","0","","","0","","0","0","0","0","0","0","1","1","1","0","0","0","","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5847","Sum","SharpRepository.Repository.IRepositoryAggregates<T>.Sum(SharpRepository.Repository.Specifications.ISpecification<T>, Expression<Func<T, decimal?>>)decimal?","L3663","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\IRepositoryAggregates.cs","39","9","39","90","0","","","0","","0","0","0","0","0","0","1","1","1","0","0","0","","0","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5852","Sum","SharpRepository.Repository.IRepositoryAggregates<T>.Sum(Expression<Func<T, bool>>, Expression<Func<T, decimal?>>)decimal?","L3663","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\IRepositoryAggregates.cs","40","9","40","99","0","","","0","","0","0","0","0","0","0","1","1","1","0","0","0","","0","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5865","Sum","SharpRepository.Repository.IRepositoryAggregates<T>.Sum(Expression<Func<T, double>>)double","L3663","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\IRepositoryAggregates.cs","41","9","41","58","0","","","0","","0","0","0","0","0","0","1","1","1","0","0","0","","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5870","Sum","SharpRepository.Repository.IRepositoryAggregates<T>.Sum(SharpRepository.Repository.Specifications.ISpecification<T>, Expression<Func<T, double>>)double","L3663","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\IRepositoryAggregates.cs","42","9","42","86","0","","","0","","0","0","0","0","0","0","1","1","1","0","0","0","","0","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5875","Sum","SharpRepository.Repository.IRepositoryAggregates<T>.Sum(Expression<Func<T, bool>>, Expression<Func<T, double>>)double","L3663","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\IRepositoryAggregates.cs","43","9","43","95","0","","","0","","0","0","0","0","0","0","1","1","1","0","0","0","","0","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5888","Sum","SharpRepository.Repository.IRepositoryAggregates<T>.Sum(Expression<Func<T, double?>>)double?","L3663","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\IRepositoryAggregates.cs","44","9","44","60","0","","","0","","0","0","0","0","0","0","1","1","1","0","0","0","","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5893","Sum","SharpRepository.Repository.IRepositoryAggregates<T>.Sum(SharpRepository.Repository.Specifications.ISpecification<T>, Expression<Func<T, double?>>)double?","L3663","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\IRepositoryAggregates.cs","45","9","45","88","0","","","0","","0","0","0","0","0","0","1","1","1","0","0","0","","0","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5898","Sum","SharpRepository.Repository.IRepositoryAggregates<T>.Sum(Expression<Func<T, bool>>, Expression<Func<T, double?>>)double?","L3663","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\IRepositoryAggregates.cs","46","9","46","97","0","","","0","","0","0","0","0","0","0","1","1","1","0","0","0","","0","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5911","Sum","SharpRepository.Repository.IRepositoryAggregates<T>.Sum(Expression<Func<T, float>>)float","L3663","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\IRepositoryAggregates.cs","47","9","47","56","0","","","0","","0","0","0","0","0","0","1","1","1","0","0","0","","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5916","Sum","SharpRepository.Repository.IRepositoryAggregates<T>.Sum(SharpRepository.Repository.Specifications.ISpecification<T>, Expression<Func<T, float>>)float","L3663","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\IRepositoryAggregates.cs","48","9","48","84","0","","","0","","0","0","0","0","0","0","1","1","1","0","0","0","","0","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5921","Sum","SharpRepository.Repository.IRepositoryAggregates<T>.Sum(Expression<Func<T, bool>>, Expression<Func<T, float>>)float","L3663","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\IRepositoryAggregates.cs","49","9","49","93","0","","","0","","0","0","0","0","0","0","1","1","1","0","0","0","","0","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5934","Sum","SharpRepository.Repository.IRepositoryAggregates<T>.Sum(Expression<Func<T, float?>>)float?","L3663","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\IRepositoryAggregates.cs","50","9","50","58","0","","","0","","0","0","0","0","0","0","1","1","1","0","0","0","","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5939","Sum","SharpRepository.Repository.IRepositoryAggregates<T>.Sum(SharpRepository.Repository.Specifications.ISpecification<T>, Expression<Func<T, float?>>)float?","L3663","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\IRepositoryAggregates.cs","51","9","51","86","0","","","0","","0","0","0","0","0","0","1","1","1","0","0","0","","0","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5944","Sum","SharpRepository.Repository.IRepositoryAggregates<T>.Sum(Expression<Func<T, bool>>, Expression<Func<T, float?>>)float?","L3663","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\IRepositoryAggregates.cs","52","9","52","95","0","","","0","","0","0","0","0","0","0","1","1","1","0","0","0","","0","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5948","Average","SharpRepository.Repository.IRepositoryAggregates<T>.Average(Expression<Func<T, int>>)double","L3663","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\IRepositoryAggregates.cs","54","9","54","59","0","","","0","","0","0","0","0","0","0","1","1","1","0","0","0","","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5953","Average","SharpRepository.Repository.IRepositoryAggregates<T>.Average(SharpRepository.Repository.Specifications.ISpecification<T>, Expression<Func<T, int>>)double","L3663","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\IRepositoryAggregates.cs","55","9","55","87","0","","","0","","0","0","0","0","0","0","1","1","1","0","0","0","","0","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5958","Average","SharpRepository.Repository.IRepositoryAggregates<T>.Average(Expression<Func<T, bool>>, Expression<Func<T, int>>)double","L3663","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\IRepositoryAggregates.cs","56","9","56","96","0","","","0","","0","0","0","0","0","0","1","1","1","0","0","0","","0","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5962","Average","SharpRepository.Repository.IRepositoryAggregates<T>.Average(Expression<Func<T, int?>>)double?","L3663","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\IRepositoryAggregates.cs","57","9","57","61","0","","","0","","0","0","0","0","0","0","1","1","1","0","0","0","","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5967","Average","SharpRepository.Repository.IRepositoryAggregates<T>.Average(SharpRepository.Repository.Specifications.ISpecification<T>, Expression<Func<T, int?>>)double?","L3663","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\IRepositoryAggregates.cs","58","9","58","89","0","","","0","","0","0","0","0","0","0","1","1","1","0","0","0","","0","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5972","Average","SharpRepository.Repository.IRepositoryAggregates<T>.Average(Expression<Func<T, bool>>, Expression<Func<T, int?>>)double?","L3663","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\IRepositoryAggregates.cs","59","9","59","98","0","","","0","","0","0","0","0","0","0","1","1","1","0","0","0","","0","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5976","Average","SharpRepository.Repository.IRepositoryAggregates<T>.Average(Expression<Func<T, long>>)double","L3663","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\IRepositoryAggregates.cs","60","9","60","60","0","","","0","","0","0","0","0","0","0","1","1","1","0","0","0","","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5981","Average","SharpRepository.Repository.IRepositoryAggregates<T>.Average(SharpRepository.Repository.Specifications.ISpecification<T>, Expression<Func<T, long>>)double","L3663","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\IRepositoryAggregates.cs","61","9","61","88","0","","","0","","0","0","0","0","0","0","1","1","1","0","0","0","","0","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5986","Average","SharpRepository.Repository.IRepositoryAggregates<T>.Average(Expression<Func<T, bool>>, Expression<Func<T, long>>)double","L3663","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\IRepositoryAggregates.cs","62","9","62","97","0","","","0","","0","0","0","0","0","0","1","1","1","0","0","0","","0","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5990","Average","SharpRepository.Repository.IRepositoryAggregates<T>.Average(Expression<Func<T, long?>>)double?","L3663","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\IRepositoryAggregates.cs","63","9","63","62","0","","","0","","0","0","0","0","0","0","1","1","1","0","0","0","","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5995","Average","SharpRepository.Repository.IRepositoryAggregates<T>.Average(SharpRepository.Repository.Specifications.ISpecification<T>, Expression<Func<T, long?>>)double?","L3663","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\IRepositoryAggregates.cs","64","9","64","90","0","","","0","","0","0","0","0","0","0","1","1","1","0","0","0","","0","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6000","Average","SharpRepository.Repository.IRepositoryAggregates<T>.Average(Expression<Func<T, bool>>, Expression<Func<T, long?>>)double?","L3663","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\IRepositoryAggregates.cs","65","9","65","99","0","","","0","","0","0","0","0","0","0","1","1","1","0","0","0","","0","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6004","Average","SharpRepository.Repository.IRepositoryAggregates<T>.Average(Expression<Func<T, decimal>>)decimal","L3663","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\IRepositoryAggregates.cs","66","9","66","64","0","","","0","","0","0","0","0","0","0","1","1","1","0","0","0","","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6009","Average","SharpRepository.Repository.IRepositoryAggregates<T>.Average(SharpRepository.Repository.Specifications.ISpecification<T>, Expression<Func<T, decimal>>)decimal","L3663","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\IRepositoryAggregates.cs","67","9","67","92","0","","","0","","0","0","0","0","0","0","1","1","1","0","0","0","","0","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6014","Average","SharpRepository.Repository.IRepositoryAggregates<T>.Average(Expression<Func<T, bool>>, Expression<Func<T, decimal>>)decimal","L3663","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\IRepositoryAggregates.cs","68","9","68","101","0","","","0","","0","0","0","0","0","0","1","1","1","0","0","0","","0","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6018","Average","SharpRepository.Repository.IRepositoryAggregates<T>.Average(Expression<Func<T, decimal?>>)decimal?","L3663","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\IRepositoryAggregates.cs","69","9","69","66","0","","","0","","0","0","0","0","0","0","1","1","1","0","0","0","","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6023","Average","SharpRepository.Repository.IRepositoryAggregates<T>.Average(SharpRepository.Repository.Specifications.ISpecification<T>, Expression<Func<T, decimal?>>)decimal?","L3663","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\IRepositoryAggregates.cs","70","9","70","94","0","","","0","","0","0","0","0","0","0","1","1","1","0","0","0","","0","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6028","Average","SharpRepository.Repository.IRepositoryAggregates<T>.Average(Expression<Func<T, bool>>, Expression<Func<T, decimal?>>)decimal?","L3663","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\IRepositoryAggregates.cs","71","9","71","103","0","","","0","","0","0","0","0","0","0","1","1","1","0","0","0","","0","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6032","Average","SharpRepository.Repository.IRepositoryAggregates<T>.Average(Expression<Func<T, double>>)double","L3663","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\IRepositoryAggregates.cs","72","9","72","62","0","","","0","","0","0","0","0","0","0","1","1","1","0","0","0","","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6037","Average","SharpRepository.Repository.IRepositoryAggregates<T>.Average(SharpRepository.Repository.Specifications.ISpecification<T>, Expression<Func<T, double>>)double","L3663","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\IRepositoryAggregates.cs","73","9","73","90","0","","","0","","0","0","0","0","0","0","1","1","1","0","0","0","","0","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6042","Average","SharpRepository.Repository.IRepositoryAggregates<T>.Average(Expression<Func<T, bool>>, Expression<Func<T, double>>)double","L3663","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\IRepositoryAggregates.cs","74","9","74","99","0","","","0","","0","0","0","0","0","0","1","1","1","0","0","0","","0","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6046","Average","SharpRepository.Repository.IRepositoryAggregates<T>.Average(Expression<Func<T, double?>>)double?","L3663","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\IRepositoryAggregates.cs","75","9","75","64","0","","","0","","0","0","0","0","0","0","1","1","1","0","0","0","","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
