"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","CC","CCL","CCO","CD","CI","CLC","CLLC","CLOC","DLOC","LDC","LLDC","LLOC","LOC","McCC","NII","NL","NLE","NOI","NOS","NUMPAR","TCD","TCLOC","TLLOC","TLOC","TNOS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Anti Pattern","Compiler","Clone Metric Rules","Complexity Metric Rules","Coupling Metric Rules","Documentation Metric Rules","Size Metric Rules"
"L17151",".ctor","TestObjectContextCore.TestObjectContextCore()void","L15322","L14632","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Tests.Integration\TestObjects\TestObjectContextCore.cs","11","5","12","8","0","0","0","0","0","0","0","0","0","0","0","2","2","1","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17152",".ctor","TestObjectContextCore.TestObjectContextCore(DbContextOptions<TestObjectContextCore>)void","L15322","L14632","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Tests.Integration\TestObjects\TestObjectContextCore.cs","14","5","18","6","0","0","0","0","0","0","0","0","0","0","0","5","5","1","0","0","0","0","1","1","0","0","5","5","1","0","0","0","0","0","0","0","0","0","0","0","0"
"L16192","get_Contacts","TestObjectContextCore.Contacts.getDbSet<SharpRepository.Tests.Integration.TestObjects.Contact>","L15322","L14632","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Tests.Integration\TestObjects\TestObjectContextCore.cs","20","38","20","42","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17159","set_Contacts","TestObjectContextCore.Contacts.setvoid","L15322","L14632","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Tests.Integration\TestObjects\TestObjectContextCore.cs","20","43","20","47","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17161","get_PhoneNumbers","TestObjectContextCore.PhoneNumbers.getDbSet<SharpRepository.Tests.Integration.TestObjects.PhoneNumber>","L15322","L14632","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Tests.Integration\TestObjects\TestObjectContextCore.cs","21","46","21","50","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17164","set_PhoneNumbers","TestObjectContextCore.PhoneNumbers.setvoid","L15322","L14632","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Tests.Integration\TestObjects\TestObjectContextCore.cs","21","51","21","55","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17166","get_EmailAddresses","TestObjectContextCore.EmailAddresses.getDbSet<SharpRepository.Tests.Integration.TestObjects.EmailAddress>","L15322","L14632","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Tests.Integration\TestObjects\TestObjectContextCore.cs","22","49","22","53","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17169","set_EmailAddresses","TestObjectContextCore.EmailAddresses.setvoid","L15322","L14632","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Tests.Integration\TestObjects\TestObjectContextCore.cs","22","54","22","58","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17175","OnModelCreating","TestObjectContextCore.OnModelCreating(ModelBuilder)void","L15322","L14632","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Tests.Integration\TestObjects\TestObjectContextCore.cs","27","5","30","6","0","0","0","0","0","0","0","1","1","0","0","4","4","1","0","0","0","0","1","1","0","1","5","4","1","0","0","1","0","0","0","0","0","0","0","1","0"
"L17183","OnConfiguring","TestObjectContextCore.OnConfiguring(DbContextOptionsBuilder)void","L15322","L14632","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Tests.Integration\TestObjects\TestObjectContextCore.cs","32","5","37","6","0","0","0","0","0","0","0","0","0","0","0","6","6","1","0","0","0","1","3","1","0","0","6","6","3","0","0","0","0","0","0","0","0","0","0","0","0"
"L17191",".ctor","TestLoggerProvider.TestLoggerProvider(ref System.Collections.Generic.ICollection<string>)void","L17188","L14632","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Tests.Integration\TestObjects\TestObjectContextCore.cs","44","5","47","6","0","0","0","0","0","0","0","0","0","0","0","4","4","1","0","0","0","0","1","1","0","0","4","4","1","0","0","0","0","0","0","0","0","0","0","0","0"
"L17199","CreateLogger","TestLoggerProvider.CreateLogger(string)ILogger","L17188","L14632","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Tests.Integration\TestObjects\TestObjectContextCore.cs","49","5","52","6","0","0","0","0","0","0","0","0","0","0","0","4","4","1","0","0","0","1","1","1","0","0","4","4","1","0","0","0","0","0","0","0","0","0","0","0","0"
"L17209","Dispose","TestLoggerProvider.Dispose()void","L17188","L14632","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Tests.Integration\TestObjects\TestObjectContextCore.cs","54","5","57","6","0","0","0","0","0","0","0","0","0","0","0","4","4","1","0","0","0","0","1","0","0","0","4","4","1","0","0","0","0","0","0","0","0","0","0","0","0"
"L17207",".ctor","TestLogger.TestLogger(ref System.Collections.Generic.ICollection<string>)void","L17204","L14632","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Tests.Integration\TestObjects\TestObjectContextCore.cs","62","5","65","6","0","0","0","0","0","0","0","0","0","0","0","4","4","1","0","0","0","1","1","1","0","0","4","4","1","0","0","0","0","0","0","0","0","0","0","0","0"
"L17213","get_QueryLog","TestLogger.QueryLog.getSystem.Collections.Generic.ICollection<string>","L17204","L14632","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Tests.Integration\TestObjects\TestObjectContextCore.cs","67","43","67","47","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17211","set_QueryLog","TestLogger.QueryLog.setvoid","L17204","L14632","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Tests.Integration\TestObjects\TestObjectContextCore.cs","67","48","67","60","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17217","BeginScope","TestLogger.BeginScope<TState>(TState)System.IDisposable","L17204","L14632","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Tests.Integration\TestObjects\TestObjectContextCore.cs","69","5","72","6","0","0","0","0","0","0","0","0","0","0","0","4","4","1","0","0","0","0","1","1","0","0","4","4","1","0","0","0","0","0","0","0","0","0","0","0","0"
"L17222","IsEnabled","TestLogger.IsEnabled(System.LogLevel)bool","L17204","L14632","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Tests.Integration\TestObjects\TestObjectContextCore.cs","74","5","77","6","0","0","0","0","0","0","0","0","0","0","0","4","4","1","0","0","0","0","1","1","0","0","4","4","1","0","0","0","0","0","0","0","0","0","0","0","0"
"L17227","Log","TestLogger.Log<TState>(System.LogLevel, EventId, TState, System.Exception, System.Func<TState, System.Exception, string>)void","L17204","L14632","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Tests.Integration\TestObjects\TestObjectContextCore.cs","79","5","82","6","0","0","0","0","0","0","0","0","0","0","0","4","4","1","0","0","0","1","1","5","0","0","4","4","1","0","0","0","0","0","0","0","0","0","0","0","0"
"L17177","<>f__(<anonymous type: ? Username, ? Age>, [?])","TestObjectContextCore.OnModelCreating(ModelBuilder)void.<>f__(<anonymous type: ? Username, ? Age>, [?])","L17175","L14632","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Tests.Integration\TestObjects\TestObjectContextCore.cs","29","44","29","74","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0"
"L3672",".ctor","SharpRepository.Repository.CompositeRepository<T>.CompositeRepository(IQueryable<T>)void","L3629","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\CompositeRepository.cs","12","9","15","10","0","0","0","0","0","0","0","0","0","0","0","4","4","1","0","0","0","0","1","1","0","0","4","4","1","0","0","0","0","0","0","0","0","0","0","0","0"
"L3675","BaseQuery","SharpRepository.Repository.CompositeRepository<T>.BaseQuery(SharpRepository.Repository.FetchStrategies.IFetchStrategy<T>)IQueryable<T>","L3629","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\CompositeRepository.cs","17","9","20","10","0","0","0","0","0","0","0","0","0","0","0","4","4","1","0","0","0","0","1","1","0","0","4","4","1","0","0","0","0","0","0","0","0","0","0","0","0"
"L3682","AddItem","SharpRepository.Repository.CompositeRepository<T>.AddItem(T)void","L3629","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\CompositeRepository.cs","22","9","25","10","0","0","0","0","0","0","0","0","0","0","0","4","4","1","0","0","0","0","1","1","0","0","4","4","1","0","0","0","0","0","0","0","0","0","0","0","0"
"L3685","DeleteItem","SharpRepository.Repository.CompositeRepository<T>.DeleteItem(T)void","L3629","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\CompositeRepository.cs","27","9","30","10","0","0","0","0","0","0","0","0","0","0","0","4","4","1","0","0","0","0","1","1","0","0","4","4","1","0","0","0","0","0","0","0","0","0","0","0","0"
"L3688","UpdateItem","SharpRepository.Repository.CompositeRepository<T>.UpdateItem(T)void","L3629","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\CompositeRepository.cs","32","9","35","10","0","0","0","0","0","0","0","0","0","0","0","4","4","1","0","0","0","0","1","1","0","0","4","4","1","0","0","0","0","0","0","0","0","0","0","0","0"
"L3691","SaveChanges","SharpRepository.Repository.CompositeRepository<T>.SaveChanges()void","L3629","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\CompositeRepository.cs","37","9","40","10","0","0","0","0","0","0","0","0","0","0","0","4","4","1","0","0","0","0","1","0","0","0","4","4","1","0","0","0","0","0","0","0","0","0","0","0","0"
"L3693","Dispose","SharpRepository.Repository.CompositeRepository<T>.Dispose()void","L3629","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\CompositeRepository.cs","42","9","45","10","0","0","0","0","0","0","0","0","0","0","0","3","4","1","0","0","0","0","0","0","0","0","3","4","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3879","get_CacheUsed","SharpRepository.Repository.CompoundKeyRepositoryBase<T>.CacheUsed.getbool","L3695","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\CompoundKeyRepositoryBase.cs","25","13","25","52","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"L3884","get_CachingStrategy","SharpRepository.Repository.CompoundKeyRepositoryBase<T>.CachingStrategy.getSharpRepository.Repository.Caching.ICompoundKeyCachingStrategy<T>","L3695","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\CompoundKeyRepositoryBase.cs","30","13","30","45","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"L3886","set_CachingStrategy","SharpRepository.Repository.CompoundKeyRepositoryBase<T>.CachingStrategy.setvoid","L3695","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\CompoundKeyRepositoryBase.cs","31","13","35","14","0","0","0","0","0","0","0","0","0","0","0","5","5","2","0","0","0","2","2","1","0","0","5","5","2","0","0","0","0","0","0","0","0","0","0","0","0"
"L3891",".ctor","SharpRepository.Repository.CompoundKeyRepositoryBase<T>.CompoundKeyRepositoryBase(SharpRepository.Repository.Caching.ICompoundKeyCachingStrategy<T>)void","L3695","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\CompoundKeyRepositoryBase.cs","41","9","48","10","0","0","0","0","0","0","0","0","0","0","0","6","8","2","0","0","0","3","3","1","0","0","6","8","3","0","0","0","0","0","0","0","0","0","0","0","0"
"L3897","BeginBatch","SharpRepository.Repository.CompoundKeyRepositoryBase<T>.BeginBatch()SharpRepository.Repository.Transactions.IBatch<T>","L3695","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\CompoundKeyRepositoryBase.cs","50","9","55","10","0","0","0","0","0","0","0","2","0","0","0","4","6","1","0","0","0","1","1","0","0","2","4","6","1","0","0","0","0","0","0","0","0","0","0","0","0"
"L3903","Error","SharpRepository.Repository.CompoundKeyRepositoryBase<T>.Error(Exception)void","L3695","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\CompoundKeyRepositoryBase.cs","57","9","60","10","0","0","0","0","0","0","0","0","0","0","0","4","4","1","0","0","0","0","1","1","0","0","4","4","1","0","0","0","0","0","0","0","0","0","0","0","0"
"L3907","GetAll","SharpRepository.Repository.CompoundKeyRepositoryBase<T>.GetAll(SharpRepository.Repository.Queries.IQueryOptions<T>, SharpRepository.Repository.FetchStrategies.IFetchStrategy<T>)IEnumerable<T>","L3695","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\CompoundKeyRepositoryBase.cs","63","9","102","10","0","0","0","0","0","0","0","1","0","0","0","36","40","4","0","0","0","8","14","2","0","1","36","40","14","0","0","0","0","0","0","0","0","0","0","0","0"
"L3931","GetAll","SharpRepository.Repository.CompoundKeyRepositoryBase<T>.GetAll<TResult>(Expression<Func<T, TResult>>, SharpRepository.Repository.Queries.IQueryOptions<T>, SharpRepository.Repository.FetchStrategies.IFetchStrategy<T>)IEnumerable<TResult>","L3695","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\CompoundKeyRepositoryBase.cs","104","9","147","10","0","0","0","0","0","0","0","1","0","0","0","37","44","5","0","0","0","9","16","3","0","1","37","44","16","0","0","0","0","0","0","0","0","0","0","0","0"
"L3944","GetQuery","SharpRepository.Repository.CompoundKeyRepositoryBase<T>.GetQuery(params object[])T","L3695","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\CompoundKeyRepositoryBase.cs","150","9","150","61","0","0","0","0","0","0","0","1","1","0","0","1","1","1","0","0","0","0","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3947","Exists","SharpRepository.Repository.CompoundKeyRepositoryBase<T>.Exists(params object[])bool","L3695","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\CompoundKeyRepositoryBase.cs","152","9","155","10","0","0","0","0","0","0","0","0","0","0","0","4","4","1","0","0","0","1","1","1","0","0","4","4","1","0","0","0","0","0","0","0","0","0","0","0","0"
"L3949","TryGet","SharpRepository.Repository.CompoundKeyRepositoryBase<T>.TryGet(out T, params object[])bool","L3695","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\CompoundKeyRepositoryBase.cs","157","9","170","10","0","0","0","0","0","0","0","0","0","0","0","13","14","2","0","0","0","1","5","2","0","0","13","14","5","0","0","0","0","0","0","0","0","0","0","0","0"
"L3953","Get","SharpRepository.Repository.CompoundKeyRepositoryBase<T>.Get(params object[])T","L3695","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\CompoundKeyRepositoryBase.cs","172","9","196","10","0","0","0","0","0","0","0","0","0","0","0","22","25","3","0","0","0","5","10","1","0","0","22","25","10","0","0","0","0","0","0","0","0","0","0","0","0"
"L3968","Get","SharpRepository.Repository.CompoundKeyRepositoryBase<T>.Get<TResult>(Expression<Func<T, TResult>>, params object[])TResult","L3695","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\CompoundKeyRepositoryBase.cs","198","9","233","10","0","0","0","0","0","0","0","1","0","0","0","29","28","4","0","0","0","5","12","2","0","1","29","36","12","0","0","0","0","0","0","0","0","0","0","0","0"
"L3978","FindAll","SharpRepository.Repository.CompoundKeyRepositoryBase<T>.FindAll(SharpRepository.Repository.Specifications.ISpecification<T>, SharpRepository.Repository.Queries.IQueryOptions<T>)IEnumerable<T>","L3695","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\CompoundKeyRepositoryBase.cs","235","9","263","10","0","0","0","0","0","0","0","0","0","0","0","24","29","4","0","0","0","7","12","2","0","0","24","29","12","0","0","0","0","0","0","0","0","0","0","0","0"
"L3989","FindAll","SharpRepository.Repository.CompoundKeyRepositoryBase<T>.FindAll<TResult>(SharpRepository.Repository.Specifications.ISpecification<T>, Expression<Func<T, TResult>>, SharpRepository.Repository.Queries.IQueryOptions<T>)IEnumerable<TResult>","L3695","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\CompoundKeyRepositoryBase.cs","265","9","294","10","0","0","0","0","0","0","0","0","0","0","0","25","30","5","0","0","0","7","14","3","0","0","25","30","14","0","0","0","0","0","0","0","0","0","0","0","0"
"L3999","Find","SharpRepository.Repository.CompoundKeyRepositoryBase<T>.Find(SharpRepository.Repository.Specifications.ISpecification<T>, SharpRepository.Repository.Queries.IQueryOptions<T>)T","L3695","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\CompoundKeyRepositoryBase.cs","296","9","323","10","0","0","0","0","0","0","0","0","0","0","0","24","28","4","0","0","0","5","12","2","0","0","24","28","12","0","0","0","0","0","0","0","0","0","0","0","0"
"L4015","Find","SharpRepository.Repository.CompoundKeyRepositoryBase<T>.Find<TResult>(SharpRepository.Repository.Specifications.ISpecification<T>, Expression<Func<T, TResult>>, SharpRepository.Repository.Queries.IQueryOptions<T>)TResult","L3695","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\CompoundKeyRepositoryBase.cs","325","9","362","10","0","0","0","0","0","0","0","0","0","0","0","31","30","5","0","0","0","6","14","3","0","0","31","38","14","0","0","0","0","0","0","0","0","0","0","0","0"
"L4026","Add","SharpRepository.Repository.CompoundKeyRepositoryBase<T>.Add(T)void","L3695","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\CompoundKeyRepositoryBase.cs","364","9","381","10","0","0","0","0","0","0","0","0","0","0","0","12","18","5","0","0","0","5","11","1","0","0","12","18","11","0","0","0","0","0","0","0","0","0","0","0","0"
"L4041","Delete","SharpRepository.Repository.CompoundKeyRepositoryBase<T>.Delete(params object[])void","L3695","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\CompoundKeyRepositoryBase.cs","383","9","390","10","0","0","0","0","0","0","0","0","0","0","0","6","8","2","0","0","0","1","4","1","0","0","6","8","4","0","0","0","0","0","0","0","0","0","0","0","0"
"L4044","Delete","SharpRepository.Repository.CompoundKeyRepositoryBase<T>.Delete(T)void","L3695","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\CompoundKeyRepositoryBase.cs","392","9","409","10","0","0","0","0","0","0","0","0","0","0","0","12","18","5","0","0","0","5","11","1","0","0","12","18","11","0","0","0","0","0","0","0","0","0","0","0","0"
"L4055","Update","SharpRepository.Repository.CompoundKeyRepositoryBase<T>.Update(T)void","L3695","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\CompoundKeyRepositoryBase.cs","411","9","428","10","0","0","0","0","0","0","0","0","0","0","0","12","18","5","0","0","0","5","11","1","0","0","12","18","11","0","0","0","0","0","0","0","0","0","0","0","0"
"L4037","GetPrimaryKeys","SharpRepository.Repository.CompoundKeyRepositoryBase<T>.GetPrimaryKeys(T, out object[])bool","L3695","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\CompoundKeyRepositoryBase.cs","430","9","442","10","0","0","0","0","0","0","0","1","0","0","0","9","13","2","0","0","0","1","6","2","0","1","9","13","6","0","0","0","0","0","0","0","0","0","0","0","0"
"L4072","SetPrimaryKey","SharpRepository.Repository.CompoundKeyRepositoryBase<T>.SetPrimaryKey(T, object[])bool","L3695","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\CompoundKeyRepositoryBase.cs","444","9","460","10","0","0","0","0","0","0","0","1","0","0","0","13","17","5","0","0","0","1","8","2","0","1","13","17","8","0","0","0","0","0","0","0","0","0","0","0","0"
"L4075","ByPrimaryKeySpecification","SharpRepository.Repository.CompoundKeyRepositoryBase<T>.ByPrimaryKeySpecification(object[])SharpRepository.Repository.Specifications.ISpecification<T>","L3695","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\CompoundKeyRepositoryBase.cs","462","9","486","10","0","0","0","0","0","0","0","0","0","0","0","16","20","6","0","0","0","1","10","1","0","0","20","25","10","0","0","0","0","0","0","0","0","0","0","0","0"
"L3756","Save","SharpRepository.Repository.CompoundKeyRepositoryBase<T>.Save()void","L3695","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\CompoundKeyRepositoryBase.cs","488","9","499","10","0","0","0","0","0","0","0","0","0","0","0","8","12","2","0","0","0","2","5","0","0","0","8","12","5","0","0","0","0","0","0","0","0","0","0","0","0"
"L4097","get_CacheUsed","SharpRepository.Repository.CompoundKeyRepositoryBase<T, TKey, TKey2>.CacheUsed.getbool","L3765","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\CompoundKeyRepositoryBase.cs","513","13","513","52","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"L4102",".ctor","SharpRepository.Repository.CompoundKeyRepositoryBase<T, TKey, TKey2>.CompoundKeyRepositoryBase(SharpRepository.Repository.Caching.ICompoundKeyCachingStrategy<T, TKey, TKey2>)void","L3765","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\CompoundKeyRepositoryBase.cs","518","9","530","10","0","0","0","0","0","0","0","1","0","0","0","10","13","3","0","0","0","2","5","1","0","1","10","13","5","0","0","0","0","0","0","0","0","0","0","0","0"
"L4109","get_CachingStrategy","SharpRepository.Repository.CompoundKeyRepositoryBase<T, TKey, TKey2>.CachingStrategy.getSharpRepository.Repository.Caching.ICompoundKeyCachingStrategy<T, TKey, TKey2>","L3765","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\CompoundKeyRepositoryBase.cs","534","13","534","45","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"L4104","set_CachingStrategy","SharpRepository.Repository.CompoundKeyRepositoryBase<T, TKey, TKey2>.CachingStrategy.setvoid","L3765","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\CompoundKeyRepositoryBase.cs","535","13","539","14","0","0","0","0","0","0","0","0","0","0","0","5","5","2","0","0","0","1","2","1","0","0","5","5","2","0","0","0","0","0","0","0","0","0","0","0","0"
"L4114","BeginBatch","SharpRepository.Repository.CompoundKeyRepositoryBase<T, TKey, TKey2>.BeginBatch()SharpRepository.Repository.Transactions.IBatch<T>","L3765","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\CompoundKeyRepositoryBase.cs","542","9","547","10","0","0","0","0","0","0","0","2","0","0","0","4","6","1","0","0","0","1","1","0","0","2","4","6","1","0","0","0","0","0","0","0","0","0","0","0","0"
"L4119","Error","SharpRepository.Repository.CompoundKeyRepositoryBase<T, TKey, TKey2>.Error(Exception)void","L3765","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\CompoundKeyRepositoryBase.cs","548","9","551","10","0","0","0","0","0","0","0","0","0","0","0","4","4","1","0","0","0","0","1","1","0","0","4","4","1","0","0","0","0","0","0","0","0","0","0","0","0"
"L4123","GetAll","SharpRepository.Repository.CompoundKeyRepositoryBase<T, TKey, TKey2>.GetAll(SharpRepository.Repository.Queries.IQueryOptions<T>, SharpRepository.Repository.FetchStrategies.IFetchStrategy<T>)IEnumerable<T>","L3765","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\CompoundKeyRepositoryBase.cs","553","9","594","10","0","0","0","0","0","0","0","1","0","0","0","36","42","4","0","0","0","8","14","2","0","1","36","42","14","0","0","0","0","0","0","0","0","0","0","0","0"
"L4140","GetAll","SharpRepository.Repository.CompoundKeyRepositoryBase<T, TKey, TKey2>.GetAll<TResult>(Expression<Func<T, TResult>>, SharpRepository.Repository.Queries.IQueryOptions<T>, SharpRepository.Repository.FetchStrategies.IFetchStrategy<T>)IEnumerable<TResult>","L3765","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\CompoundKeyRepositoryBase.cs","596","9","639","10","0","0","0","0","0","0","0","1","0","0","0","37","44","5","0","0","0","9","16","3","0","1","37","44","16","0","0","0","0","0","0","0","0","0","0","0","0"
"L4152","GetQuery","SharpRepository.Repository.CompoundKeyRepositoryBase<T, TKey, TKey2>.GetQuery(TKey, TKey2)T","L3765","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\CompoundKeyRepositoryBase.cs","642","9","642","61","0","0","0","0","0","0","0","1","1","0","0","1","1","1","0","0","0","0","0","2","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4155","Get","SharpRepository.Repository.CompoundKeyRepositoryBase<T, TKey, TKey2>.Get(TKey, TKey2)T","L3765","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\CompoundKeyRepositoryBase.cs","644","9","669","10","0","0","0","0","0","0","0","0","0","0","0","23","26","3","0","0","0","7","10","2","0","0","23","26","10","0","0","0","0","0","0","0","0","0","0","0","0"
"L4172","Get","SharpRepository.Repository.CompoundKeyRepositoryBase<T, TKey, TKey2>.Get<TResult>(TKey, TKey2, Expression<Func<T, TResult>>)TResult","L3765","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\CompoundKeyRepositoryBase.cs","671","9","707","10","0","0","0","0","0","0","0","1","0","0","0","30","29","4","0","0","0","4","12","3","0","1","30","37","12","0","0","0","0","0","0","0","0","0","0","0","0"
"L4182","Exists","SharpRepository.Repository.CompoundKeyRepositoryBase<T, TKey, TKey2>.Exists(TKey, TKey2)bool","L3765","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\CompoundKeyRepositoryBase.cs","709","9","712","10","0","0","0","0","0","0","0","0","0","0","0","4","4","1","0","0","0","1","1","2","0","0","4","4","1","0","0","0","0","0","0","0","0","0","0","0","0"
"L4185","TryGet","SharpRepository.Repository.CompoundKeyRepositoryBase<T, TKey, TKey2>.TryGet(TKey, TKey2, out T)bool","L3765","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\CompoundKeyRepositoryBase.cs","714","9","727","10","0","0","0","0","0","0","0","0","0","0","0","13","14","2","0","0","0","1","5","3","0","0","13","14","5","0","0","0","0","0","0","0","0","0","0","0","0"
