"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","AD","CBO","CBOI","CC","CCL","CCO","CD","CI","CLC","CLLC","CLOC","DIT","DLOC","LCOM5","LDC","LLDC","LLOC","LOC","NA","NG","NII","NL","NLA","NLE","NLG","NLM","NLPA","NLPM","NLS","NM","NOA","NOC","NOD","NOI","NOP","NOS","NPA","NPM","NS","PDA","PUA","RFC","TCD","TCLOC","TLLOC","TLOC","TNA","TNG","TNLA","TNLG","TNLM","TNLPA","TNLPM","TNLS","TNM","TNOS","TNPA","TNPM","TNS","WMC","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Anti Pattern","Compiler","Clone Metric Rules","Cohesion Metric Rules","Complexity Metric Rules","Coupling Metric Rules","Documentation Metric Rules","Inheritance Metric Rules","Size Metric Rules"
"L8550","ExcelChartPlotArea","OfficeOpenXml.Drawing.Chart.ExcelChartPlotArea","L7463","L1804","D:\DataCollection\repos\dotnetcore_Magicodes.IE\src\EPPlus\EPPlus\Drawing\Chart\ExcelChartPlotArea.cs","40","5","128","6","0.571429","6","0","0","0","0","0","0","0","0","17","1","17","1","0","0","63","89","0","7","0","0","0","0","4","7","0","6","0","49","1","0","0","8","1","19","0","6","3","4","3","15","0","17","63","89","0","7","0","4","7","0","6","0","49","19","0","6","3","12","0","0","1","0","0","0","0","0","0","0","0","1","0","0"
"L7722","ExcelChartSerie","OfficeOpenXml.Drawing.Chart.ExcelChartSerie","L7463","L1804","D:\DataCollection\repos\dotnetcore_Magicodes.IE\src\EPPlus\EPPlus\Drawing\Chart\ExcelChartSerie.cs","40","5","268","6","0.833333","10","0","0","0","0","0","0","0","0","26","1","25","1","0","0","180","229","0","10","0","0","0","0","7","14","0","11","4","56","1","7","7","21","1","68","0","11","7","10","2","35","0","26","180","229","0","10","0","7","14","0","11","4","56","68","0","11","7","40","0","0","3","0","0","2","0","0","0","1","0","1","0","1"
"L7738","ExcelChartSerieDataLabel","OfficeOpenXml.Drawing.Chart.ExcelChartSerieDataLabel","L7463","L1804","D:\DataCollection\repos\dotnetcore_Magicodes.IE\src\EPPlus\EPPlus\Drawing\Chart\ExcelChartSerieDataLabel.cs","40","5","114","6","1","6","0","0","0","0","0","0","0","0","15","2","15","0","0","0","54","75","0","18","0","0","0","0","4","6","0","5","1","70","2","0","0","11","1","16","0","24","12","6","0","17","0","15","54","75","0","18","0","4","6","0","5","1","70","16","0","24","12","10","0","0","2","0","0","0","0","0","0","0","0","0","0","2"
"L7769","ExcelBubbleChartSeries","OfficeOpenXml.Drawing.Chart.ExcelBubbleChartSeries","L7463","L1804","D:\DataCollection\repos\dotnetcore_Magicodes.IE\src\EPPlus\EPPlus\Drawing\Chart\ExcelChartSeries.cs","39","5","54","6","0","4","0","0","0","0","0","0","0","0","1","2","0","1","0","0","15","16","0","6","0","0","0","0","0","3","0","2","0","61","2","0","0","3","1","2","0","9","3","0","3","6","0","1","15","16","0","6","0","0","3","0","2","0","61","2","0","9","3","3","0","0","2","0","0","0","0","0","0","0","0","1","0","1"
"L7728","ExcelChartSeries","OfficeOpenXml.Drawing.Chart.ExcelChartSeries","L7463","L1804","D:\DataCollection\repos\dotnetcore_Magicodes.IE\src\EPPlus\EPPlus\Drawing\Chart\ExcelChartSeries.cs","58","5","408","6","0.75","21","0","0","0","0","0","0","0","0","29","1","27","1","0","0","310","351","0","6","0","0","0","0","3","16","0","7","0","58","1","1","1","37","1","93","0","7","3","6","2","53","0","29","310","351","0","6","0","3","16","0","7","0","58","93","0","7","3","116","0","0","8","0","0","4","0","0","0","2","2","1","0","3"
"L9524","ExcelChartSurface","OfficeOpenXml.Drawing.Chart.ExcelChartSurface","L7463","L1804","D:\DataCollection\repos\dotnetcore_Magicodes.IE\src\EPPlus\EPPlus\Drawing\Chart\ExcelChartSurface.cs","40","5","98","6","1","3","0","0","0","0","0","0","0","0","12","1","12","0","0","0","41","59","0","6","0","0","0","0","3","5","0","4","1","47","1","0","0","8","1","11","0","4","4","5","0","13","0","12","41","59","0","6","0","3","5","0","4","1","47","11","0","4","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L8461","ExcelChartTitle","OfficeOpenXml.Drawing.Chart.ExcelChartTitle","L7463","L1804","D:\DataCollection\repos\dotnetcore_Magicodes.IE\src\EPPlus\EPPlus\Drawing\Chart\ExcelChartTitle.cs","41","5","233","6","0.882353","9","0","0","0","0","0","0","0","0","42","1","35","0","0","0","129","193","0","13","0","0","0","0","10","17","0","16","6","59","1","0","0","24","1","40","0","16","9","15","2","41","0","42","129","193","0","13","0","10","17","0","16","6","59","40","0","16","9","27","0","0","5","0","0","0","0","0","0","0","0","1","0","4"
"L9345","ExcelChartTrendlineCollection","OfficeOpenXml.Drawing.Chart.ExcelChartTrendlineCollection","L7463","L1804","D:\DataCollection\repos\dotnetcore_Magicodes.IE\src\EPPlus\EPPlus\Drawing\Chart\ExcelChartTrendline.cs","42","5","102","6","1","7","0","0","0","0","0","0","0","0","8","0","8","1","0","0","54","61","0","0","0","0","0","0","0","4","0","1","0","4","0","0","0","8","0","21","0","1","0","2","0","12","0","8","54","61","0","0","0","0","4","0","1","0","4","21","0","1","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L9617","ExcelChartTrendline","OfficeOpenXml.Drawing.Chart.ExcelChartTrendline","L7463","L1804","D:\DataCollection\repos\dotnetcore_Magicodes.IE\src\EPPlus\EPPlus\Drawing\Chart\ExcelChartTrendline.cs","106","5","295","6","1","2","0","0","0","0","0","0","0","0","30","1","30","0","0","0","136","190","0","12","0","0","0","0","9","19","0","18","9","61","1","0","0","9","1","45","0","18","12","19","0","28","0","30","136","190","0","12","0","9","19","0","18","9","61","45","0","18","12","31","0","0","6","0","0","2","0","0","0","0","0","0","0","6"
"L8666","ExcelDoughnutChart","OfficeOpenXml.Drawing.Chart.ExcelDoughnutChart","L7463","L1804","D:\DataCollection\repos\dotnetcore_Magicodes.IE\src\EPPlus\EPPlus\Drawing\Chart\ExcelDoughnutChart.cs","42","5","124","6","1","9","0","0","0","0","0","0","0","0","18","4","14","1","0","0","52","83","0","39","0","0","0","0","2","9","0","2","2","189","4","0","0","10","1","9","0","48","27","3","0","19","0","18","52","83","0","39","0","2","9","0","2","2","189","9","0","48","27","11","0","0","8","0","0","0","0","0","0","0","0","0","0","8"
"L8685","ExcelLineChart","OfficeOpenXml.Drawing.Chart.ExcelLineChart","L7463","L1804","D:\DataCollection\repos\dotnetcore_Magicodes.IE\src\EPPlus\EPPlus\Drawing\Chart\ExcelLineChart.cs","41","5","147","6","1","8","0","0.230189","1","5","0","1","0.271028","0.315217","12","3","12","1","29","29","85","107","0","39","0","0","0","0","3","9","0","5","2","183","3","0","0","11","1","23","0","50","27","6","0","20","0","12","85","107","0","39","0","3","9","0","5","2","183","23","0","50","27","17","0","0","20","0","0","1","0","12","0","0","0","0","0","8"
"L9420","ExcelLineChartSerie","OfficeOpenXml.Drawing.Chart.ExcelLineChartSerie","L7463","L1804","D:\DataCollection\repos\dotnetcore_Magicodes.IE\src\EPPlus\EPPlus\Drawing\Chart\ExcelLineChartSerie.cs","44","5","232","6","1","6","0","0.527187","3","6","0","3","0.338624","0.473684","53","2","52","0","64","63","117","189","0","17","0","0","0","0","7","14","0","13","6","70","2","0","0","8","1","33","0","24","13","14","0","22","0","53","117","189","0","17","0","7","14","0","13","6","70","33","0","24","13","20","0","0","42","0","0","0","0","38","0","0","0","0","0","4"
