"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","AD","CBO","CBOI","CC","CCL","CCO","CD","CI","CLC","CLLC","CLOC","DIT","DLOC","LCOM5","LDC","LLDC","LLOC","LOC","NA","NG","NII","NL","NLA","NLE","NLG","NLM","NLPA","NLPM","NLS","NM","NOA","NOC","NOD","NOI","NOP","NOS","NPA","NPM","NS","PDA","PUA","RFC","TCD","TCLOC","TLLOC","TLOC","TNA","TNG","TNLA","TNLG","TNLM","TNLPA","TNLPM","TNLS","TNM","TNOS","TNPA","TNPM","TNS","WMC","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Clone Metric Rules","Cohesion Metric Rules","Complexity Metric Rules","Coupling Metric Rules","Documentation Metric Rules","Inheritance Metric Rules","Size Metric Rules"
"L111","Program","ImageToPDF.Program","L104","L103","D:\DataCollection\repos\simon-knuth_scanner\ImageToPDF\Program.cs","18","5","162","6","0","1","0","0","0","0","0","0","0","0","35","0","12","1","0","0","83","138","0","0","0","0","0","0","0","4","0","0","0","4","0","0","0","0","0","39","0","0","0","0","1","4","0","35","83","145","0","0","0","0","4","0","0","0","4","39","0","0","0","8","0","0","1","0","0","0","0","0","0","1","0","0"
"L172","ConversionFilesComparer","ImageToPDF.ConversionFilesComparer","L104","L103","D:\DataCollection\repos\simon-knuth_scanner\ImageToPDF\Program.cs","164","5","170","6","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","7","7","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","1","0","1","0","0","2","1","0","0","7","7","0","0","0","0","1","0","1","0","1","1","0","1","0","1","0","0","1","0","0","0","0","0","0","1","0","0"
