"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","CC","CCL","CCO","CD","CI","CLC","CLLC","CLOC","DLOC","LDC","LLDC","LLOC","LOC","McCC","NII","NL","NLE","NOI","NOS","NUMPAR","TCD","TCLOC","TLLOC","TLOC","TNOS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Clone Metric Rules","Complexity Metric Rules","Coupling Metric Rules","Documentation Metric Rules","Size Metric Rules"
"L127","Main","ImageToPDF.Program.Main(string[])System.Threading.Tasks.Task","L111","L103","D:\DataCollection\repos\simon-knuth_scanner\ImageToPDF\Program.cs","24","9","41","10","0","0","0","0","0","0","0","7","0","0","0","6","18","1","0","0","0","2","2","1","0","7","6","18","2","0","0","0","0","0","0","0","0","0","0"
"L134","ConnectToService","ImageToPDF.Program.ConnectToService()System.Threading.Tasks.Task","L111","L103","D:\DataCollection\repos\simon-knuth_scanner\ImageToPDF\Program.cs","48","9","65","10","0","0","0","0","0","0","0","4","3","0","0","16","11","1","0","0","0","0","5","0","0","4","16","18","5","0","0","0","0","0","0","0","0","0","0"
"L136","Conversion","ImageToPDF.Program.Conversion()System.Threading.Tasks.Task","L111","L103","D:\DataCollection\repos\simon-knuth_scanner\ImageToPDF\Program.cs","72","9","135","10","0","0","0","0","0","0","0","16","3","0","0","41","64","4","0","0","0","1","26","0","0","16","41","64","26","0","0","0","0","0","0","0","0","0","0"
"L222","SendMessageAsync","ImageToPDF.Program.SendMessageAsync(string, string)System.Threading.Tasks.Task<bool>","L111","L103","D:\DataCollection\repos\simon-knuth_scanner\ImageToPDF\Program.cs","145","9","161","10","0","0","0","0","0","0","0","8","6","0","0","14","17","2","0","0","0","0","6","2","0","8","14","17","6","0","0","0","0","0","0","0","0","0","0"
"L231","Compare","ImageToPDF.ConversionFilesComparer.Compare(StorageFile, StorageFile)int","L172","L103","D:\DataCollection\repos\simon-knuth_scanner\ImageToPDF\Program.cs","166","9","169","10","0","0","0","0","0","0","0","0","0","0","0","4","4","1","0","0","0","0","1","2","0","0","4","4","1","0","0","0","0","0","0","0","0","0","0"
"L141","<>f__(void, [?, ?])","ImageToPDF.Program.ConnectToService()System.Threading.Tasks.Task.<>f__(void, [?, ?])","L134","L103","D:\DataCollection\repos\simon-knuth_scanner\ImageToPDF\Program.cs","53","53","61","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
