project_name,k,best_solution_pso_sammon,best_solution_pso_kruskal,best_fitness_pso_sammon,best_fitness_pso_kruskal,best_solution_ga_sammon,best_solution_ga_kruskal,best_fitness_ga_sammon,best_fitness_ga_kruskal
bitbeans_SimpleDnsCrypt,13,"[0.11953054 0.67465431 0.76490347 0.49405134 0.31737136 0.4665234
 0.84408678 0.46879685 0.61838913 0.16845987 0.66060946 0.15814451
 0.67135955 0.77910766]","[0.01529718 0.23026941 0.26118195 0.12286466 0.72488967 0.76193678
 0.47926758 0.69042559 0.4922409  0.88239195 0.18354319 0.143643
 0.03145687 0.70174243]",5.864893605691118e-09,1.893471761530337e-09,"[0.0866374  0.60696397 0.63909907 0.86579432 0.13889223 0.84384978
 0.62538758 0.93030917 0.83746655 0.46406089 0.91081924 0.36362799
 0.75220992 0.32063502]","[0.07910994 0.80143824 0.12379346 0.9436872  0.70324317 0.72875853
 0.78979359 0.98249896 0.66386788 0.54953431 0.12897332 0.18008691
 0.62487022 0.5721055 ]",5.864893605691118e-09,1.893471761530337e-09
bitbeans_SimpleDnsCrypt,14,"[0.50644183 0.64308066 0.33153392 0.99313873 0.52440708 0.27502298
 0.67528565 0.78102113 0.11430061 0.22816758 0.48724018 0.90281302
 0.4401115  0.51107204]","[0.25987274 0.18177756 0.24787073 0.23149898 0.71316378 0.00779183
 0.17856064 0.95995576 0.2996082  0.77625423 0.24610956 0.5299451
 0.15013456 0.80285506]",0.0,0.0,"[0.7663919  0.01089963 0.36527349 0.66389051 0.46247982 0.51115313
 0.84337969 0.011483   0.65859448 0.42964232 0.10938844 0.11721203
 0.02536202 0.34864711]","[0.30567764 0.25570387 0.01869906 0.85399569 0.90377138 0.28157825
 0.92600506 0.49653837 0.00153799 0.1027874  0.01699993 0.4346824
 0.65699375 0.26659953]",0.0,0.0
bitwarden_mobile,1,"[0.35589804 0.6062012  0.00237093 0.75143497 0.5678841  0.13087389
 0.24716109 0.20873041 0.47572547 0.42827267 0.81576723 0.36030132
 0.99559812 0.75415732]","[0.28905563 0.88580676 0.31517444 0.59316369 0.18616652 0.11964132
 0.63608144 0.49084805 0.66273371 0.68776335 0.07375531 0.63611564
 0.99457882 0.53536769]",0.3024968459646261,0.2637333137245265,"[0.30172776 0.38891909 0.38054394 0.03277022 0.19179189 0.2887266
 0.68176133 0.335842   0.06357506 0.62626244 0.11296066 1.
 0.8964644  0.60271859]","[0.36601652 0.65677165 0.02961865 0.44589469 0.75865379 0.27111765
 0.06489102 0.32345471 0.07031445 0.01143943 0.23022759 0.53091391
 0.83593586 0.25355766]",0.3024968459646261,0.2637333137245265
bitwarden_mobile,2,"[0.44102417 0.66786649 0.49804066 0.25793785 0.37232307 0.91476641
 0.53025635 0.63175057 0.2686205  0.64960024 0.34368884 0.39809208
 0.68165336 0.62779723]","[0.3161425  0.45413942 0.45638762 0.16035439 0.72734952 0.14900732
 0.69799075 0.73481225 0.6164994  0.42536276 0.56828306 0.73782665
 0.75372929 0.61131195]",0.14949234069577763,0.1174323453385497,"[0.55657595 0.52647655 0.23855368 0.01896531 0.84318275 0.88677328
 0.66130872 0.74261717 0.03067911 0.53801525 0.71907246 0.35970128
 0.9737825  0.19650454]","[0.35769487 0.08018012 0.8256851  0.25104072 0.84715459 0.99036359
 0.7326061  0.90405941 0.37383163 0.52326438 0.43404639 0.64545255
 1.         0.3766418 ]",0.14949234069577763,0.11316910773997399
bitwarden_mobile,3,"[0.56836543 0.5253397  0.08451162 0.49184741 0.82742283 0.80677855
 0.55707045 0.35238152 0.49657497 0.61274179 0.44564273 0.19845421
 0.63155342 0.42472693]","[0.29239291 0.06875723 0.40025387 0.41682474 0.97252243 0.07869956
 0.09281399 0.83736344 0.16566358 0.42464814 0.22816156 0.84324596
 0.95271001 0.03965472]",0.07517733339924229,0.04607248013482015,"[0.57868374 0.37250298 0.55102227 0.09216671 0.76520329 0.7701001
 0.52716783 0.23388721 0.51561618 0.13737874 0.40991453 0.78075472
 0.94302735 0.00209311]","[0.05414795 0.43636537 0.58094249 0.60310678 1.         1.
 0.47532492 0.80478205 0.40405708 0.30148812 0.60488217 1.
 1.         0.27137501]",0.07458530897589273,0.04086862755688908
bitwarden_mobile,4,"[0.3497006  0.01684707 0.74393326 0.63052668 0.91225074 1.
 0.64890094 0.74104486 0.71788493 0.77090993 0.21537345 0.74448249
 0.41403103 0.30814542]","[0.36625889 0.61014397 0.28857044 0.59859372 0.73979868 0.86883938
 0.42745197 0.51808389 0.48248865 0.35351048 0.33711216 0.68305267
 0.68969042 0.31795751]",0.06460685736063242,0.010109407142722635,"[0.         0.02723611 0.6615132  0.60140363 1.         1.
 0.30372213 0.06223708 0.63658766 0.75495909 0.56953604 0.99048076
 0.92414165 0.03112394]","[0.14645882 0.54104022 0.63311955 0.2313562  0.9112589  0.92650311
 0.51937722 0.2339769  0.27463483 0.52873305 0.         1.
 0.90980482 0.78170358]",0.04002185597665425,0.010109407142722635
bitwarden_mobile,5,"[0.34296772 0.67188609 0.19818297 0.17347368 0.67312684 0.67269398
 0.55199672 0.64475179 0.91838241 0.67267003 0.55318372 0.68446139
 0.73366701 0.5493954 ]","[0.41636298 0.43473325 0.35509013 0.47456427 0.48628623 0.73901608
 0.17698325 0.72663374 0.39541221 0.92090635 0.19289984 0.63056363
 0.69912443 0.43403263]",0.03386850269783686,0.03136106471681688,"[0.         0.25449683 0.         0.36175873 0.83900943 0.99621445
 0.13219086 0.22395267 0.14638445 1.         0.02991678 0.51187044
 1.         0.48046952]","[0.29881197 0.05489302 0.41059583 0.27483703 0.42009172 1.
 0.0682195  0.         0.25781537 0.         0.13470405 0.69516931
 0.96052385 0.60817915]",0.0236631397817704,0.0057328260622001425
bitwarden_mobile,6,"[4.59887610e-01 1.89949649e-01 2.61184755e-01 0.00000000e+00
 1.00000000e+00 0.00000000e+00 2.94447977e-01 5.19875412e-01
 7.58285696e-01 9.98822960e-01 7.24281432e-04 8.70849787e-01
 7.61684558e-01 3.86794002e-01]","[0.4709465  0.04469053 0.58748725 0.56155551 0.33327002 0.64011239
 0.35794529 0.62995137 0.95015051 0.31699763 0.27065854 0.77542085
 0.86708329 0.63340855]",0.03697328805742021,0.015250521631320513,"[0.24910674 0.57049235 0.04858465 0.23361676 0.76746662 0.98673888
 0.01028208 0.51358338 0.31714557 0.73965942 0.18932991 0.69435844
 0.53986789 0.30136372]","[0.06319543 0.46231168 0.05260664 0.26600446 0.84642741 0.72701436
 0.00195393 0.61856241 0.54186451 0.37120999 0.02972921 0.65552084
 0.95195556 0.74233659]",0.015778841240196552,0.002951517928087725
bitwarden_mobile,7,"[0.29787446 0.11495343 0.7295585  0.28655742 0.99975756 0.71024274
 0.78066347 0.51394908 0.25414125 0.0670608  0.00189673 0.99543524
 0.44509671 0.32237084]","[0.35329358 0.53002543 0.17005555 0.23538836 0.71291305 0.76596279
 0.64095602 0.65526154 0.31831392 0.55401112 0.73696696 0.69233186
 0.7743761  0.77613373]",0.023054833476935162,0.0022247422138787607,"[0.10257213 0.06191281 0.3975999  0.46739043 0.97316403 0.88338763
 0.4700578  0.53948093 0.51367005 0.77626808 0.69439198 0.70259419
 0.82379791 0.08177018]","[0.29258494 0.25338261 0.21921905 0.07488504 0.97162939 0.71365117
 0.48229172 1.         0.86556861 0.         0.70257398 0.87975841
 0.83356304 0.50483529]",0.009223237687101319,0.0017006246403073384
bitwarden_mobile,8,"[0.55783298 0.26012345 0.33519239 0.15129171 0.69122154 0.3851286
 0.14511359 0.51660614 0.27564201 0.51563926 0.81560467 0.53718876
 0.34131852 0.29133955]","[0.41372632 0.50984517 0.39958353 0.29733705 0.85377865 0.61736734
 0.38433435 0.16448914 0.49026539 0.49317666 0.46985269 0.54019915
 0.73579007 0.87135165]",0.009211334636509163,0.0021708077916727723,"[0.         0.41177541 0.20602186 0.25381179 0.47426367 0.42289906
 0.09110658 0.31440375 0.24363091 0.69246871 0.33974787 1.
 0.4634873  0.        ]","[0.12443238 0.01786078 0.05327094 0.         0.51627142 1.
 0.20722388 0.65934958 0.39759037 0.         0.7012201  0.82489656
 0.81392818 0.58498959]",0.005800348549016814,0.0010344584750924398
bitwarden_mobile,9,"[0.56053609 0.63790243 0.68985892 0.47892009 0.79509629 0.90404161
 0.45039354 0.76607619 0.57424975 0.77797021 0.37746627 0.7133762
 0.73353592 0.32480797]","[0.16110427 0.10788969 0.89292404 0.10275143 0.74130731 0.36521152
 0.14410544 0.52229357 0.05912324 0.31317682 0.86160713 0.51647136
 0.68993229 0.81648047]",0.0029171426910608385,0.0014791205994721072,"[0.28657109 0.70337352 0.49977021 0.22723885 1.         0.61230703
 0.55830102 0.85343123 0.         0.79067017 0.57980995 0.91091044
 1.         0.61676288]","[0.11267508 0.92001267 0.2247819  0.25304289 0.61841091 0.44877453
 0.04365052 0.52273313 0.94479561 0.60535672 0.30059245 0.7185959
 0.76971331 0.82379129]",0.002890104277956371,0.0006340181465912836
bitwarden_mobile,10,"[0.21629333 0.12414442 0.82689406 0.21441322 0.82632791 0.51046247
 0.95673545 0.31902397 0.31874315 0.44853587 0.38129342 0.53695707
 0.60145887 0.75809233]","[0.14119138 0.28238612 0.24699258 0.         0.50677817 0.64814718
 0.31408211 0.45658711 0.87777181 0.86168856 0.93047853 0.78133083
 0.52246456 0.18694696]",0.002332291964527278,0.00119237294449984,"[0.23003985 0.26269995 0.15247872 0.25284029 0.85072964 0.60591545
 0.0184944  0.84929994 0.77610325 1.         0.77358144 0.91342671
 0.95033812 0.51419703]","[0.03318089 0.17896057 0.11471419 0.19162188 0.3141785  1.
 0.0396161  0.47636144 0.58905203 0.23675681 0.53471883 0.8725322
 0.80142943 0.28015158]",0.0017128675362834964,0.0003530439227843987
bitwarden_mobile,11,"[0.04284095 0.87156341 0.12258547 0.67159758 0.84378824 0.4192332
 0.04043454 0.50537022 0.44351073 0.41747519 0.67959504 0.27553533
 0.17154713 0.38389942]","[0.02494166 0.51326433 0.55379913 0.33353955 0.94737326 0.19591961
 0.18276998 0.97371099 0.89687806 0.6787076  0.17336104 0.20246747
 0.90653683 0.22845489]",0.0011469090526744297,0.00013519795519115454,"[0.11127194 0.3408375  0.         0.24863513 0.34431549 0.38829616
 0.07676676 0.30822362 0.92810809 0.62808043 0.9528454  0.62392334
 0.29647623 0.5226001 ]","[0.18442178 0.55720238 0.00681094 0.19586839 0.74629764 0.61734781
 0.         0.59534489 0.57883859 0.38597296 1.         0.67454462
 0.38429061 0.68572816]",0.0008947685353975651,0.0001300514379723869
bitwarden_mobile,12,"[0.24985488 0.52340585 0.53487977 0.31990183 0.37471093 0.81571489
 0.29625495 0.37367654 0.41223462 0.64969289 0.62757252 0.82950352
 0.56288152 0.43838547]","[0.17761001 0.13489812 0.35979297 0.6494938  0.72939095 0.32541623
 0.26245401 0.47043571 0.45914195 0.23266113 0.51076006 0.21111872
 0.59983964 0.21865064]",0.00033197964570097054,7.931071047138689e-05,"[0.         0.14718033 0.20707411 0.25478138 0.72991511 0.78202473
 0.         1.         0.53428239 0.73353879 0.47466353 0.63065222
 0.6037606  0.5479053 ]","[0.04516676 0.85068164 1.         0.34803522 0.98162734 0.00920249
 0.         0.86052548 0.28899078 0.3750038  0.22313938 0.66680472
 0.         0.98156851]",0.00033197964570097054,5.048152496265987e-05
bitwarden_mobile,13,"[0.0135362  0.61627009 0.74567339 0.35197226 0.74527564 0.52441163
 0.67719857 0.5999057  0.28558181 0.5702188  0.10353046 0.04568227
 0.34898811 0.25575211]","[0.86765612 0.29514375 0.47928463 0.2111269  0.23733468 0.60646748
 0.18127081 0.71920049 0.91699765 0.54429854 0.39878542 0.56713271
 0.21608549 0.98246654]",7.98990747202877e-10,5.047619103629751e-05,"[0.15297902 0.75793526 0.92100592 0.89295403 0.26374649 0.55764023
 0.44483318 0.68475275 0.17063714 0.2212717  0.97798082 0.22077473
 0.33016264 0.79547826]","[0.31423278 0.74722166 0.65981319 0.94348305 0.99703888 0.44825022
 1.         0.85438823 0.3575331  0.6864869  0.87018743 0.72202998
 0.33718801 0.44258558]",7.98990747202877e-10,3.45910898190539e-10
bitwarden_mobile,14,"[0.3482156  0.95702356 0.10090752 0.2822431  0.95646992 0.95493767
 0.20866062 0.01796236 0.79996038 0.22587679 0.98480458 0.86401616
 0.99747626 0.99386426]","[0.96949916 0.08966546 0.08893119 0.5533871  0.42113845 0.51979042
 0.51626752 0.77160812 0.678473   0.06077313 0.56913316 0.15620776
 0.83623622 0.80834929]",0.0,0.0,"[0.38805079 0.28570567 0.99222983 0.39453926 0.47114045 0.1849998
 0.65967777 0.13817874 0.73107935 0.77259209 0.15746465 0.54679832
 0.52278901 0.38704393]","[0.92786769 0.9195902  0.67982501 0.         0.32376216 0.55901417
 0.07712499 0.97044838 0.13667915 0.54895354 0.28031231 0.18718878
 0.80487574 0.42083548]",0.0,0.0
Blecki_dwarfcorp,1,"[0.33985794 0.57959348 0.71647728 0.5270293  0.46898429 0.83253065
 0.77465642 0.36756174 0.75766415 0.23188634 0.32397234 0.75992183
 0.91291844 0.85024771]","[0.6916257  0.10570369 0.359683   0.0716713  0.36567707 0.33199673
 0.31242526 0.46510718 0.61499064 0.54829058 0.15879443 0.36824846
 0.88805103 0.56578649]",0.27654935438717276,0.23903998154534284,"[0.64537881 0.75170008 0.24343472 0.76939042 0.09806148 0.82362322
 0.50641692 0.48467364 0.1252501  0.66685774 0.07812099 0.48051875
 0.95804558 0.70651692]","[0.6906747  0.77453074 0.92201476 0.20678721 0.4980353  0.32473107
 0.15242798 0.87061348 0.46245451 0.47360046 0.80048772 0.66775269
 0.95049656 0.88989416]",0.27654935438717276,0.23903998154534284
Blecki_dwarfcorp,2,"[0.25925458 0.54625446 0.31043261 0.5945852  0.13586439 0.7261209
 0.29516728 0.59759435 0.07728224 0.64445924 0.61173864 0.03950587
 0.96271751 0.57390066]","[0.19864198 0.21652412 0.00939305 0.40770331 0.75276928 0.9321101
 0.25169553 0.72175793 0.52702548 0.02174487 0.40005113 0.55719705
 0.82505316 0.21716944]",0.12344076903301306,0.08933828089166605,"[0.53310639 0.19130276 0.5245176  0.59716181 0.35421817 0.96720808
 0.55056211 0.56544271 0.22192892 0.28609393 0.51686317 0.09738126
 0.94643446 0.94317255]","[0.28931151 0.93019933 0.11835051 0.25708831 0.72256598 1.
 0.53844098 0.88455004 0.82903743 0.19498217 0.47056608 0.80550341
 0.98285949 0.03777909]",0.12344076903301306,0.08933828089166605
Blecki_dwarfcorp,3,"[0.50619712 0.52309744 0.49835999 0.39442554 0.42346816 0.84554133
 0.65542716 0.68849993 0.70688273 0.62012102 0.27794715 0.76982614
 0.78033104 0.16664528]","[0.32666571 0.51345414 0.65648673 0.179558   0.33061313 0.76350231
 0.46307508 0.48589562 0.33720257 0.45435698 0.31590406 0.66261513
 0.70695711 0.39418469]",0.062057693823637065,0.03417210768604062,"[0.17778575 0.         0.757762   0.15191832 0.0854737  1.
 0.30022653 0.49160874 0.41628903 0.18150659 0.47087411 0.79921743
 0.90718181 0.13093386]","[0.66442187 0.47185014 0.54997824 0.5050855  0.0314894  0.54105017
 0.32123776 0.60988463 0.62911487 0.21371172 0.10056232 1.
 1.         0.05682094]",0.062057693823637065,0.03417210768604062
Blecki_dwarfcorp,4,"[0.84051313 0.58118119 0.38017236 0.24808535 1.         1.
 0.4275817  0.63267873 0.25739812 0.83868742 0.26565189 0.
 1.         0.96076343]","[0.57058947 0.16413712 0.29790801 0.50238809 0.98971307 0.91603105
 0.08158261 0.75093484 0.05315019 0.34044957 0.07476864 0.91071149
 0.87091011 0.79452915]",0.04546927806596402,0.009723459665763691,"[0.38259924 0.         0.33451282 0.02719222 0.59692543 0.73338968
 0.68497385 0.25480746 0.         0.32028139 0.83735542 0.94067223
 0.84899309 0.17418737]","[0.40026108 0.21843682 0.33176393 0.21288098 0.92547885 1.
 0.40288207 0.72329207 0.09878582 0.67822906 0.21677433 0.99926509
 0.8973103  0.60833734]",0.033164119007433504,0.009723459665763691
Blecki_dwarfcorp,5,"[0.22211472 0.31378252 0.28494209 0.388594   0.53830427 0.6106492
 0.36967935 0.26685407 0.64110006 0.33387157 0.12429311 0.77288628
 0.80224671 0.51516946]","[0.36147718 0.41666684 0.08210667 0.29343244 0.86323822 0.70490444
 0.63958478 0.92076809 0.48740303 0.11240003 0.10656898 0.66359264
 0.91487028 0.64973284]",0.023563966504164535,0.008372076079730836,"[0.57646175 0.87301304 0.13354979 0.34069576 0.86082612 0.84242607
 0.44788158 0.22886587 0.16737749 0.41171583 0.10172876 0.60973255
 0.88810605 0.99381206]","[0.18246633 0.32083161 0.56105085 0.24125778 0.95911701 0.82893013
 0.12059954 0.38025868 0.27195068 0.50522171 0.63350004 0.82971748
 0.84630631 0.78164062]",0.022404736820173292,0.005165443743730982
Blecki_dwarfcorp,6,"[0.30260123 0.79358981 0.40094765 0.23700997 0.80904529 0.44001204
 0.20918206 0.01977599 0.21542158 0.10849782 0.29250405 0.86488801
 0.80721992 0.66926077]","[0.29844764 0.39729995 0.24630241 0.25142587 0.44007061 0.49764913
 0.60354476 0.39110819 0.29266507 0.35900438 0.46715278 0.7934621
 0.44565056 0.38924713]",0.013652766633329493,0.007317896861921713,"[0.         0.30046675 0.32926902 0.         1.         0.55449232
 0.         0.11171587 0.45163725 0.4500854  0.76941189 0.7961053
 1.         0.4308501 ]","[0.25307453 0.31134744 0.36991828 0.24766168 0.98912542 0.94334572
 0.53553668 0.10917428 0.72057116 0.18975604 0.56858401 0.97629674
 1.         1.        ]",0.013652766633329493,0.0030479066384111286
Blecki_dwarfcorp,7,"[0.22375486 0.61984908 0.33718934 0.00478072 0.73652598 0.6362613
 0.06332245 0.61288959 0.63894747 0.84982771 0.11616214 0.79381082
 0.86892332 0.06771056]","[0.32655658 0.07247556 0.43633276 0.52683064 1.         0.93217561
 0.98208622 0.49736219 0.64137392 0.30843148 0.83610727 0.
 0.73619343 0.1034971 ]",0.01035256280959749,0.018374485957908485,"[0.18905389 0.07899339 0.42454782 0.6655379  0.9744108  0.79527718
 0.43435935 0.74023998 0.62964677 0.44279061 0.66483155 1.
 0.73397883 0.66528734]","[0.         0.42365909 0.         0.54006503 0.95461454 0.6961666
 0.         0.19587375 0.88500627 0.         0.93301307 0.91568662
 0.74302832 0.5654447 ]",0.009930278471075254,0.0017679054419890887
Blecki_dwarfcorp,8,"[0.46631004 0.44322653 0.76868176 0.46288017 0.61582024 0.49784756
 0.47004204 0.54149747 0.60835186 0.45212058 0.58999475 0.49716223
 0.50457165 0.43883934]","[0.14559471 0.69710035 0.37533576 0.92722034 0.74560403 0.47486975
 0.30372248 0.90222496 0.95844157 0.17150431 0.03893317 0.92247137
 0.56644798 0.03334146]",0.007379090943254698,0.001965608744326854,"[0.         0.27231422 0.04309154 0.14683175 0.98067463 1.
 0.14911044 1.         0.09028478 0.         0.42539782 0.91483892
 0.96751497 0.48271879]","[0.31901644 0.51266093 0.31352894 0.41285291 0.85253322 0.40276651
 0.23529651 0.09389552 0.38565539 0.33437122 0.00875236 0.59329339
 0.58445942 0.83795833]",0.007211954067190138,0.0008941519832196644
Blecki_dwarfcorp,9,"[0.37658215 0.46253509 0.38079479 0.43034697 0.80002068 0.4514253
 0.28624203 0.27306738 0.57052951 0.70930455 0.7628073  0.77291806
 0.79423775 0.44309871]","[0.35733485 0.53428808 0.39672446 0.46481449 0.63039748 0.77345989
 0.30173678 0.17511187 0.50706409 0.34747883 0.4993141  0.69472518
 0.65858906 0.69147062]",0.004607644170489365,0.0005100051376529065,"[0.         1.         0.41940003 0.12535415 0.66986327 0.45840883
 0.0399623  0.18318197 0.44022546 0.95217189 0.73756362 0.93154731
 1.         0.65298916]","[0.         0.79267342 0.34865905 0.79917469 0.70317472 0.95990816
 0.25353812 0.50862471 0.86844373 0.28884584 0.71124989 0.92404656
 0.95021191 0.97919458]",0.004607644170489365,0.0005100051376529065
Blecki_dwarfcorp,10,"[0.43050026 0.52780152 0.80810552 0.46700975 0.83830069 0.67344535
 0.44094223 0.59648547 0.79667121 0.39416375 0.30941134 0.75664872
 0.74974499 0.45415014]","[0.27100545 0.36247782 0.27159523 0.48010581 0.41549487 0.37698458
 0.77342061 0.27919602 0.63101943 0.18801745 0.4596357  0.46848807
 0.59345149 0.45675156]",0.002784530258692817,0.00037719838954932967,"[0.04014257 0.03904661 0.26207961 0.12131876 0.15830134 0.67320534
 0.05065839 0.01529026 0.25774874 0.06132812 0.62287224 0.76966797
 0.77700658 0.72283622]","[0.08551076 0.77859308 0.4289421  1.         0.44206977 0.60804314
 0.         0.53080866 0.63370619 0.35618541 0.56738808 0.6742496
 0.90427143 1.        ]",0.002525164965201914,0.00019569199706288737
Blecki_dwarfcorp,11,"[0.64495908 0.88934137 0.19570261 0.87935052 0.58292266 0.2796556
 0.10745951 0.72679166 0.68806035 0.43463946 0.91343167 0.88671027
 0.90237647 0.1383951 ]","[0.30791554 0.36297905 0.72894969 0.40352772 0.43784107 0.89883747
 0.11955908 0.35258654 0.36043791 0.33173858 0.34419869 1.
 0.83885407 0.46149118]",0.0026740448721939755,0.00010685922747663135,"[0.16275105 0.40493483 0.31115203 0.73406483 0.3702605  0.55931739
 0.         0.96247724 0.70711448 0.31444965 0.38065825 0.44356657
 1.         0.69107123]","[0.         0.86160893 0.15175444 0.87983402 0.83006685 0.36337013
 0.3395143  0.48298478 0.46755388 0.51180835 0.38032516 0.89446179
 0.66607325 0.64484855]",0.0008608988938612662,0.0001225541762076833
Blecki_dwarfcorp,12,"[0.21105561 0.15932179 0.49317586 0.30380434 0.97856464 0.22453143
 0.36411267 0.64174546 0.60420916 0.21891953 0.36893456 0.97801452
 0.71497175 0.6372755 ]","[0.22003393 0.05331188 0.78730165 0.59505563 0.9413991  0.37671351
 0.4741869  0.69662218 0.2414168  0.62271056 0.673355   0.24780506
 0.99357103 0.37289848]",0.0006138053608291593,0.00010416764906196214,"[0.14750953 0.32044615 1.         0.55561054 0.83495001 0.43917857
 0.21984645 0.75989707 0.62266014 0.9784598  0.58370875 0.23949124
 0.93378333 0.55783171]","[0.18894118 0.98619636 1.         0.30365584 0.38846993 1.
 0.         0.589814   0.61886    0.32617073 0.33490062 1.
 1.         0.90710018]",0.00026917202235616,4.451720192517088e-05
Blecki_dwarfcorp,13,"[0.03720156 0.10351837 0.05144218 0.15734283 0.50065325 0.19790386
 0.64393233 0.94692627 0.94380245 0.4397199  0.20617474 0.67984847
 0.29882167 0.87048238]","[0.22586573 0.95613487 0.96536779 0.97930395 0.76004066 0.43844096
 0.50972591 0.61787115 0.69020412 0.74771188 0.77769745 0.6409211
 0.76342326 0.70633529]",5.881034445307776e-09,7.604128716782008e-10,"[0.05144639 0.0787787  0.86811742 0.66653268 0.63733663 0.72471835
 0.06368292 0.63771171 0.49855781 0.33419238 0.39763515 0.98346284
 0.99403084 0.49810531]","[0.30171501 0.52594022 0.93428569 0.74338379 0.9883274  0.31146035
 0.51700708 0.71431796 0.95316381 0.58284806 0.35953332 0.93488767
 0.35273183 0.49091646]",5.881034445307776e-09,7.604128716782008e-10
Blecki_dwarfcorp,14,"[0.69996959 0.24929233 0.28142213 0.68701657 0.09993076 0.4582103
 0.19239998 0.58657266 0.09752543 0.63340388 0.54022278 0.03342797
 0.23687663 0.88444919]","[0.64464617 0.49855891 0.78491514 0.13797898 0.91173423 0.14540596
 0.83225762 0.14474398 0.21984941 0.4828374  0.34103407 0.64726546
 0.61217265 0.74397712]",0.0,0.0,"[0.75063593 0.5692864  0.46383075 0.2530731  0.91512712 0.53893713
 0.58643579 0.97475884 0.71331705 0.11212598 0.31180223 0.02658562
 0.8605905  0.05822963]","[0.26061313 0.97722567 0.50654563 0.49809013 0.37208032 0.03784035
 0.         0.7326051  0.96034231 0.65261539 0.84107854 0.51340249
 0.44400631 0.88050946]",0.0,0.0
BlueMystical_EDHM_UI,1,"[0.98712063 0.55104227 0.97568893 0.33136679 0.1020997  1.
 0.81636961 0.         0.         0.60301821 0.31913512 1.
 1.         0.        ]","[0.86695422 0.67185913 0.07108223 0.92258131 0.23727733 0.06466984
 0.48964339 0.89333574 0.34142685 0.51507489 0.5538553  0.89346901
 0.96042903 0.85324901]",0.26136047076593305,0.2728279844336356,"[0.77302366 0.18969957 0.55956936 0.78576254 0.75893914 0.41513945
 0.52793499 0.16617881 0.3196542  0.86645169 0.74532788 0.02372044
 0.8875818  0.81135506]","[0.96090383 0.32198235 0.98239474 0.39310622 0.95444177 0.00837491
 0.65829262 0.23439553 0.35302502 0.13180808 0.15582475 0.12095617
 0.98739398 0.57044484]",0.26136047076593305,0.2728279844336356
BlueMystical_EDHM_UI,2,"[0.26068334 0.51566658 0.70995884 0.55348092 0.45241279 0.81860384
 0.5989775  0.74946905 0.7981661  0.24084734 0.19330673 0.73369427
 0.84547593 0.31872117]","[0.88899775 0.18841345 0.52996265 0.20156466 0.51167782 0.96036381
 0.43290352 0.64510006 0.76232354 0.83770012 0.34544838 0.83584577
 0.92021065 0.77813067]",0.12052829640152339,0.11342763291338127,"[0.69844521 0.37892715 0.44712925 0.52833741 0.13697829 0.89767967
 0.3065695  0.19194463 0.75573758 0.55822654 0.24365301 0.08449215
 1.         0.13881563]","[0.75826779 0.08184119 0.92204476 0.50964325 0.97414998 1.
 0.01922055 0.83413488 0.11280388 0.30719311 0.72201434 0.99696564
 1.         0.61132815]",0.12052829640152339,0.11342763291338127
BlueMystical_EDHM_UI,3,"[0.416071   0.3622365  0.57329732 0.37798885 0.3578737  0.619312
 0.44614943 0.73268275 0.53239209 0.29591914 0.48040298 0.33122344
 0.59054253 0.25920156]","[0.0511938  0.19661132 0.37640438 0.17219468 0.46695099 0.17274686
 0.34448496 0.46396386 0.34360025 0.22789219 0.31461725 0.49861286
 0.65577281 0.45957882]",0.11878659920672008,0.08658482938380524,"[0.30805545 0.60129824 0.29730222 0.60945989 0.40444841 0.68878971
 0.35114965 0.31812593 0.65056643 0.13151936 0.13534778 0.69095978
 1.         0.5398241 ]","[0.27338324 0.05092008 0.28325701 0.27861564 0.         1.
 0.43240198 0.12862107 0.62472354 0.20735724 0.26449558 0.81682037
 0.99682424 0.690344  ]",0.06562158591809931,0.058142301133975276
BlueMystical_EDHM_UI,4,"[0.29978794 0.62189348 0.38443319 0.79623847 0.68518256 0.9521243
 0.27091698 0.32308817 0.60976683 0.46837675 0.31220811 0.45648476
 0.78046616 0.609032  ]","[0.33672911 0.53742694 0.48687105 0.98814817 0.6009526  0.87548237
 0.59935506 0.4742999  0.50523509 0.01819282 0.39730107 0.20793317
 0.80779973 0.96036695]",0.041687944806146786,0.050998231723079934,"[0.61764049 0.48170268 0.4183822  1.         0.52919202 0.81549389
 0.66141604 0.19113927 0.34047241 0.60205371 0.40781949 0.66366986
 0.80622082 0.46858753]","[0.27204017 0.32221774 0.         0.46030291 0.58040516 0.81850943
 0.41094891 0.30249425 0.08367169 0.09471284 0.         0.57471557
 0.94834678 0.03983544]",0.03768687615428109,0.025815835277130876
